1591651293, 48.77546095627526, 93.26656315116273, 419024
1591651303, 48.99488143786387, 94.18951112630019, 419079
1591651312, 49.185997619458504, 95.02699739582218, 419127
1591651321, 49.37099722244995, 95.87084466342208, 419173
1591651330, 49.54979485956791, 96.72093141523821, 419219
1591651340, 49.741083550861006, 97.67263303498883, 419268
1591651350, 49.92449809836516, 98.6316754900317, 419316
1591651359, 50.08274830504234, 99.50091947077966, 419357
1591651369, 50.25090262154692, 100.47332563137496, 419402
1591651378, 50.39524568946168, 101.35421409233338, 419441
1591651387, 50.53288505302462, 102.2403340968653, 419479
1591651397, 50.67786851532204, 103.2308077806723, 419519
1591651406, 50.801124907972515, 104.12731862596318, 419554
1591651416, 50.9299604246919, 105.12880785147887, 419591
1591651425, 51.038540106046284, 106.03473379507955, 419623
1591651434, 51.14007385451608, 106.94475843535736, 419654
1591651443, 51.234506009285774, 107.85864044072403, 419683
1591651452, 51.32178306218872, 108.77611788665335, 419711
1591651462, 51.41030663252561, 109.79943997906463, 419740
1591651471, 51.482322554771926, 110.72364815808754, 419765
1591651481, 51.5537826351691, 111.75377668602655, 419791
1591651490, 51.610353806359335, 112.68348307411948, 419813
1591651499, 51.65955567188851, 113.61534709051124, 419833
1591651509, 51.70554661966329, 114.65292350301836, 419854
1591651519, 51.74237121052247, 115.69239435146447, 419873
1591651529, 51.77000242115694, 116.733335751933, 419890
1591651539, 51.78842032074046, 117.77533204325134, 419906
1591651548, 51.7971078626825, 118.71368573296392, 419918
1591651557, 51.798316530986305, 119.6522374662308, 419929
1591651567, 51.790887409716944, 120.69493223029893, 419940
1591651576, 51.776310744298705, 121.63289273920131, 419947
1591651586, 51.751358160590335, 122.67416901419713, 419954
1591651596, 51.717206528709575, 123.71408091522653, 419959
1591651605, 51.67862530904967, 124.6484944750033, 419963
1591651614, 51.63263550016746, 125.58117243036429, 419964
1591651623, 51.57926452527836, 126.51181020742054, 419964
1591651633, 51.51134438615015, 127.54310946579642, 419963
1591651642, 51.44249788738854, 128.4684983574663, 419960
1591651652, 51.35747547826456, 129.49327008801913, 419955
1591751517, 48.07585008349841, 84.80484232155827, 418808
1591751527, 48.3168176764776, 85.70312706199019, 418865
1591751536, 48.5276392945154, 86.51873907326504, 418915
1591751546, 48.75504894786447, 87.43281706380593, 418969
1591751556, 48.975145612371364, 88.35503645003283, 419022
1591751566, 49.18780959858083, 89.28526393764376, 419073
1591751575, 49.37275251127759, 90.12918393034086, 419119
1591751585, 49.57096590294815, 91.07418389727422, 419167
1591751594, 49.74271540402406, 91.93111969591287, 419210
1591751604, 49.92606450628776, 92.89024409711186, 419256
1591753411, -10.794415585435669, -147.8778719528881, 420183
1591753421, -11.297688199987057, -147.462353169102, 420328
1591753431, -11.800341394871626, -147.0454029034121, 420476
1591753441, -12.302347646904185, -146.62694995220812, 420626
1591753450, -12.753577662936454, -146.2489976678225, 420762
1591753459, -13.204235405633614, -145.8697214841352, 420901
1591753469, -13.704270094774479, -145.44668569058143, 421056
1591753479, -14.203544358917922, -145.0218753725349, 421213
1591753488, -14.652211834276013, -144.63797157287308, 421356
